MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,houseage,houseremodelage,totalsf,totalarea,totalbaths,totalporchsf
120,RL,44.0,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,1346,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,10,WD,Normal,12.218500103788143,1,1,1394,2740,2.0,169
70,RM,50.0,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,576,GasA,Gd,Y,SBrkr,0,3,1,TA,9,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,4,WD,Normal,11.849404844423074,89,60,1710,2286,2.0,87
60,RL,0.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,318,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,2,WD,Normal,12.299112067295642,12,11,2773,3091,3.5,612
60,RL,76.0,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,1143,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,1,Gd,BuiltIn,RFn,3,TA,Y,0,0,10,WD,Normal,12.666660207428574,3,2,2473,3616,2.5,343
20,RL,0.0,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,1035,GasA,TA,Y,SBrkr,0,3,1,TA,7,Min1,1,Gd,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,12.100717685412471,40,21,3119,4154,3.0,301
20,RL,72.0,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,440,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,6,WD,Normal,12.328294703023394,4,4,2492,2932,3.0,173
30,RM,47.0,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,CBlock,TA,TA,No,Unf,747,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,6,WD,Normal,11.289794413577894,65,60,747,1494,1.0,0
50,RL,81.0,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,No,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,701,GasW,TA,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,7,WD,Normal,12.323860125621126,53,53,2890,3591,2.0,135
20,RL,95.0,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,343,GasA,Ex,Y,SBrkr,0,3,1,TA,8,Typ,2,Gd,Attchd,Fin,2,TA,Y,0,0,2,WD,Normal,12.404927602627597,34,34,4103,4446,3.0,300
20,RL,69.0,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,280,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,6,WD,Normal,11.771443882099637,25,1,1410,1690,2.0,0
60,RL,74.0,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,832,GasA,Gd,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,12,WD,Normal,12.128116509451258,11,11,1718,2550,2.5,385
20,RL,85.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,404,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,5,WD,Normal,11.88380602959621,56,7,1768,2172,2.0,0
50,RM,60.0,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,No,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,840,GasA,Gd,N,SBrkr,0,3,2,TA,8,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,5,WD,Normal,11.58432477200052,95,60,1605,2445,2.0,202
180,RM,21.0,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,No,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,0,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,No,BuiltIn,Unf,1,TA,Y,0,0,11,WD,Normal,11.418625774449598,36,36,1450,1450,2.0,221
20,RL,0.0,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,724,GasA,Ex,Y,FuseA,0,2,1,TA,4,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,4,WD,Normal,11.818577604251555,52,52,1180,1904,1.0,0
50,RM,50.0,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,CBlock,TA,TA,No,BLQ,295,GasA,TA,Y,SBrkr,0,2,1,TA,6,Min1,0,No,Detchd,Unf,1,TA,Y,0,0,1,WD,Normal,11.751950239425476,60,7,1662,1957,2.0,0
90,RL,72.0,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,1768,GasA,TA,N,SBrkr,0,4,2,TA,8,Typ,0,No,No,No,0,No,Y,0,0,4,WD,Normal,11.824087219587643,42,42,1768,3536,2.0,0
50,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,PConc,TA,TA,No,Unf,440,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,5,WD,Normal,11.608244735642321,99,28,1230,1670,1.5,202
60,RL,100.0,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,GasA,TA,Y,SBrkr,0,4,1,Gd,8,Typ,1,Gd,Attchd,Fin,1,TA,Y,0,0,6,WD,Normal,12.173037959397275,41,41,2590,3038,2.5,324
120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,36,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,3,WD,Normal,11.941462360646149,8,8,2538,2574,3.0,199
20,RL,78.0,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,1530,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,TA,Y,0,0,10,WD,Normal,12.409017571151187,1,1,1596,3126,2.0,243
20,RL,80.0,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,1065,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,7,COD,Normal,11.748005492256807,47,47,1065,2130,1.5,74
80,RL,0.0,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,384,GasA,Gd,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,TA,Y,0,700,5,WD,Normal,12.034696963475044,14,13,1474,1858,2.5,192
60,RL,121.0,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,1288,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,4,WD,Normal,12.468440756144114,15,14,2417,3705,2.5,209
60,RL,122.0,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,684,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,Gd,BuiltIn,Fin,2,TA,Y,0,0,3,WD,Normal,12.066816325306588,4,4,1560,2244,2.5,138
160,FV,40.0,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,612,GasA,Ex,Y,SBrkr,0,2,1,Gd,4,Typ,0,No,Detchd,RFn,2,TA,Y,0,0,6,New,Partial,12.010671928196443,0,0,1224,1836,2.5,234
50,C (all),105.0,8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,Hip,CompShg,Plywood,Plywood,No,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,1013,GasA,TA,N,SBrkr,513,2,1,Fa,6,Typ,0,No,No,No,0,No,N,0,0,10,ConLD,Abnorml,11.350418300109132,94,27,1013,2539,1.0,156
20,RL,60.0,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,GLQ,402,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,0,No,No,No,0,No,Y,0,0,8,WD,Normal,11.724813914587886,13,12,1578,1980,2.0,0
20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,BrkFace,Wd Sdng,No,0.0,TA,TA,Slab,No,No,No,Unf,0,GasA,TA,Y,FuseA,0,2,1,TA,4,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,7,WD,Normal,11.60733523953139,56,56,1040,1040,1.0,29
20,RL,85.0,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,635,GasA,TA,Y,SBrkr,0,2,1,TA,6,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,12,WD,Abnorml,11.498836682527127,45,45,1835,2470,1.0,0
30,RL,80.0,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,163,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,8,WD,Normal,12.004574385508691,88,3,1677,1840,2.0,44
190,C (all),60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,Hip,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,168,GasW,Ex,N,SBrkr,0,4,2,TA,9,Typ,1,Gd,Detchd,Unf,2,TA,Y,0,0,11,WD,Normal,11.804855999911272,97,9,3337,3505,2.5,99
60,RL,69.0,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,176,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,5,WD,Normal,12.229549885708273,10,10,2434,2610,3.5,162
60,RL,0.0,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,370,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,BuiltIn,Fin,2,TA,Y,0,480,4,WD,Normal,12.128116509451258,16,16,1780,2150,2.5,295
20,RL,78.0,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,426,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,8,WD,Normal,12.273735966890268,7,7,2750,3176,2.0,187
20,RL,73.0,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,440,GasA,TA,Y,FuseF,0,3,1,TA,6,Typ,0,No,Attchd,Fin,1,TA,P,0,0,5,WD,Normal,11.459007676978688,42,42,1480,1920,2.0,120
30,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,350,GasA,Fa,N,SBrkr,0,2,1,TA,5,Typ,0,No,Basment,Unf,1,Fa,Y,0,400,5,COD,Abnorml,11.326607934898927,90,60,943,1293,1.0,77
20,RL,77.0,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,381,GasA,Fa,Y,SBrkr,0,3,1,TA,6,Typ,0,No,No,No,0,No,Y,0,400,1,WD,Normal,11.767187766223199,51,51,1794,2175,2.5,352
20,RL,0.0,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,410,GasA,Gd,Y,SBrkr,0,3,1,Gd,6,Typ,2,TA,Attchd,RFn,2,TA,Y,0,0,2,WD,Normal,12.230770136157428,33,9,2810,3220,3.0,236
60,RL,77.0,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,741,GasA,TA,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,12.08954444723597,25,25,1732,2473,2.5,238
90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,Fa,Slab,No,No,No,Unf,0,GasA,TA,Y,SBrkr,0,4,2,TA,8,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,6,WD,Alloca,11.68658461118553,30,30,1535,1535,2.0,0
20,RL,94.0,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,Unf,1226,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,3,TA,Y,0,0,5,WD,Normal,12.200562492481511,1,1,1226,2452,2.0,36
50,RM,0.0,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,816,GasA,Ex,Y,FuseF,0,4,1,TA,7,Typ,2,TA,Detchd,Unf,1,TA,Y,0,0,6,WD,Normal,12.040614105490253,76,57,2042,2858,1.5,184
60,FV,75.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,1053,GasA,Ex,Y,SBrkr,0,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,8,WD,Normal,12.429220196836383,5,4,1992,3045,2.5,185
30,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,Mansard,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,641,GasA,Gd,Y,SBrkr,0,2,1,TA,6,Typ,0,No,Detchd,Unf,1,Fa,N,0,450,8,WD,Normal,11.51293546492023,122,12,1047,1688,1.0,0
20,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,516,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,4,WD,Partial,11.652696102959753,60,58,1062,1578,1.0,0
50,RM,85.0,8500,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,CemntBd,CmentBd,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,793,GasW,TA,N,FuseF,0,3,1,Fa,7,Typ,0,No,No,No,0,No,N,0,0,8,WD,Normal,11.652696102959753,88,2,1517,2310,2.0,144
20,RL,105.0,11751,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,1139,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,1,COD,Normal,12.154784614286667,33,33,2549,3688,2.0,122
50,RL,75.0,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,CBlock,TA,Fa,No,Rec,550,GasA,Gd,Y,SBrkr,0,4,1,TA,7,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,10,WD,Normal,11.827013315851762,52,34,2299,2849,2.0,182
80,RL,0.0,7750,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,GLQ,134,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,TA,Y,0,0,4,WD,Normal,12.100717685412471,10,10,1680,1814,2.5,180
60,RL,77.0,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,280,GasA,Ex,Y,SBrkr,0,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,TA,Y,0,0,10,New,Partial,12.85832230788469,0,0,3680,3960,3.5,472
20,RL,0.0,21000,Pave,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,905,GasA,TA,Y,SBrkr,0,3,1,Gd,7,Typ,2,Gd,Basment,Unf,2,TA,Y,0,0,10,COD,Abnorml,12.28765724080691,54,54,3163,4068,3.0,478
70,RL,61.0,7259,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gambrel,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,GasA,Ex,Y,SBrkr,0,3,1,Gd,9,Typ,1,TA,Detchd,Unf,1,TA,Y,0,0,7,WD,Normal,12.466515835145202,62,5,3244,3348,3.5,224
160,FV,34.0,3230,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,310,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Typ,1,Fa,Detchd,Unf,2,TA,Y,0,0,6,WD,Normal,12.07824495582233,8,8,1877,2187,2.5,32
20,RL,0.0,11616,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,TA,No,LwQ,252,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,Po,Attchd,Unf,1,TA,Y,0,0,9,WD,Normal,11.842236406331555,47,47,1932,2184,1.5,164
20,RL,74.0,8536,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,Unf,1125,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,4,New,Partial,11.951186847493476,1,0,1125,2250,1.5,144
60,RL,90.0,12376,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Plywood,Plywood,No,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,203,GasA,Gd,Y,SBrkr,0,5,1,Gd,11,Typ,2,TA,Attchd,Unf,3,TA,Y,0,0,5,WD,Normal,12.676079399771027,20,20,4692,4895,4.0,367
60,RL,65.0,8461,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,728,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,TA,Y,0,0,7,New,Partial,12.0075668272517,1,0,1456,2184,2.5,24
80,RL,0.0,21453,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,Flat,Metal,Plywood,Plywood,No,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,0,GasA,Ex,Y,SBrkr,0,1,1,TA,4,Typ,2,TA,Attchd,Unf,2,TA,Y,0,0,10,WD,Normal,12.100717685412471,37,37,1926,1926,2.0,260
50,RM,50.0,6060,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,AsbShng,AsbShng,No,0.0,TA,TA,PConc,TA,TA,No,Unf,732,GasA,Gd,Y,SBrkr,0,3,1,TA,4,Typ,0,No,Detchd,Unf,1,TA,P,0,0,6,WD,Normal,11.51293546492023,68,57,1123,1855,1.0,140
20,RL,75.0,9464,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,510,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,6,WD,Normal,11.820417517632333,50,50,1650,2160,1.0,130
120,RL,55.0,7892,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,899,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,3,WD,Normal,11.944064817531656,15,15,1499,2398,2.0,63
20,RL,48.0,17043,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,Gd,CBlock,Gd,Fa,No,Unf,1362,GasA,TA,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,1,WD,Normal,12.10625783509458,30,11,1586,2948,2.0,192
190,RM,60.0,6780,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,30,GasA,Gd,N,SBrkr,234,2,1,TA,5,Typ,0,No,No,No,0,No,N,0,0,6,WD,Normal,11.344518647594766,71,24,1010,1274,2.0,53
